latitude,longitude
47.038104,12.935218
51.184890,6.215255
49.449664,10.482138
48.996226,7.251341
49.476403,13.366678
49.328849,8.565585
49.328849,8.565584
48.560105,10.453172
47.325362,12.137685
51.587581,7.165240
49.328848,8.565584
51.181586,12.747354
48.014780,12.160458
49.328848,8.565584
47.592662,11.060750
51.612005,11.136939
49.328847,8.565584
49.328847,8.565584
49.328847,8.565584
52.145779,13.063694
52.896120,10.994610
51.076101,8.564337
47.568285,8.932370
47.860651,12.034808
49.328847,8.565583
47.920835,6.264020
51.335583,14.555844
50.580068,10.906840
47.796410,12.781515
52.327052,12.661796
51.024799,13.384950
50.941221,12.108246
52.790839,14.403934
52.568212,6.833038
49.539246,9.805166
48.978406,8.173709
49.328848,8.565582
49.209265,9.228503
50.402558,11.927889
51.682120,13.828009
49.328848,8.565581
48.465446,13.812360
49.328848,8.565581
51.593888,12.441067
50.292406,11.438838
50.549333,14.834239
49.328848,8.565580
47.347343,10.740335
51.380634,12.026215
51.907569,6.364851
52.256917,8.530821
49.328848,8.565580
49.010788,9.079054
50.844448,8.916301
50.930230,6.067092
52.511524,9.593788
49.084859,10.454723
48.692853,13.049830
47.644942,12.005935
49.328848,8.565579
52.539574,7.343216
52.972593,10.419213
47.460368,14.358136
48.483150,14.794967
51.498768,12.155800
47.885913,8.458180
52.267516,11.374620
49.069265,10.147676
51.307603,13.268408
48.803477,11.114282
48.148300,6.909282
48.400805,9.957761
49.401086,13.989066
51.039383,12.827579
50.116189,6.591688
51.904199,7.286016
49.425530,8.147541
49.269155,9.074399
50.125992,10.129030
49.328914,8.565419
49.940081,10.059548
49.308237,6.099707
48.434866,8.451829
49.329023,8.565338
49.329053,8.565315
48.880300,14.125540
49.491612,13.526125
49.329154,8.565230
47.354053,8.754421
49.329215,8.565162
49.889198,10.228775
49.329279,8.565096
50.290221,6.780206
52.742002,14.542995
52.948041,9.109627
51.490883,14.675864
52.906467,14.195186
49.329433,8.564966
48.088910,7.444740
49.222865,7.267273
49.329497,8.564911
50.939440,8.418697
48.988321,12.157236
48.353642,9.064488
47.667173,14.008644
52.841977,12.027840
49.329717,8.564779
47.467940,12.510496
52.172917,10.672093
49.330056,8.564663
51.824444,12.256859
47.528819,8.099800
51.131410,13.262244
47.496890,14.453428
